Index,ZONEID,Date,Time_Index,Day,Date.1,TCWL,TCIW,SP,HUM,TCC,U,V,TEMP,SSRD,STRD,TSR,TP,POWER
151,1,4/7/12 7:00,7,7,20120407 07:00,0,0,94754.0625,43.73782349,0,1.291649818,-1.978932381,291.229248,15652608,7366742,16524416,0,0.056217949
152,1,4/7/12 8:00,8,7,20120407 08:00,0,0,94826.875,49.44204712,0,1.088053703,-1.986083031,288.0180664,15772159,8353790,16715910,0,0.009166667
153,1,4/7/12 9:00,9,7,20120407 09:00,0,0,94895.8125,54.08493042,0,0.656002998,-1.890786171,286.0532227,15772159,9340751,16715910,0,6.41E-05
154,1,4/7/12 10:00,10,7,20120407 10:00,0,0,94970.4375,59.53988647,0,-0.581911087,-1.733222008,284.527832,15772159,10320900,16715910,0,0
155,1,4/7/12 11:00,11,7,20120407 11:00,8.39E-05,0,95030,65.59968567,0,-1.831729889,-1.113746643,283.8623047,15772159,11301521,16716313,0,0
156,1,4/7/12 12:00,12,7,20120407 12:00,0.001338959,0,95059,72.81442261,0.003356934,-2.378716469,-0.4944067,283.729248,15772159,12285643,16716313,0,0
157,1,4/7/12 13:00,13,7,20120407 13:00,0.003730774,0,95059.8125,79.46537781,0.038513184,-2.144875526,-0.393280029,283.4145508,15772159,13276343,16716313,0,0
158,1,4/7/12 14:00,14,7,20120407 14:00,0.020149231,0.002949476,95044.5625,82.62019348,0.905548096,-2.03579998,-0.087438583,282.7062988,15772159,14265783,16716313,0,0
159,1,4/7/12 15:00,15,7,20120407 15:00,0.0391922,0.006059408,95036.625,82.76829529,0.773345947,-1.892835617,0.213271141,282.7124023,15772159,15298228,16716313,0,0
160,1,4/7/12 16:00,16,7,20120407 16:00,0.044235229,0.00051713,95005.4375,82.39576721,0.525878906,-1.644645691,-0.005056381,283.3776855,15772159,16416617,16716313,0,0
161,1,4/7/12 17:00,17,7,20120407 17:00,0.040924072,5.51E-05,94960.625,82.21957397,0.555603027,-1.546147346,-0.351885796,283.5458984,15772159,17545872,16716313,0,0
162,1,4/7/12 18:00,18,7,20120407 18:00,0.043930054,0.000613689,94930.875,82.56369019,0.599700928,-1.477897644,-0.531654358,283.8894043,15772159,18714960,16716313,0,0
163,1,4/7/12 19:00,19,7,20120407 19:00,0.047019959,0.005194426,94906.8125,82.97181702,0.907104492,-1.268211365,-0.634123802,283.9750977,15772159,19890736,16716313,6.19E-05,0
164,1,4/7/12 20:00,20,7,20120407 20:00,0.046180725,0.002336502,94902.0625,84.05375671,0.697753906,-1.183460236,-0.648685455,284.1721191,15772159,21092368,16716313,7.30E-05,0
165,1,4/7/12 21:00,21,7,20120407 21:00,0.045734406,0.002963066,94894.875,85.96289062,0.773263276,-1.019070625,-0.68180275,284.1210938,15819179,22190016,16804992,8.17E-05,0.009166667
166,1,4/7/12 22:00,22,7,20120407 22:00,0.062129974,0.000591278,94925.3125,82.75759888,0.865937352,-1.10395813,-1.50274086,285.7575684,16197863,23409712,17363936,8.87E-05,0.101410256
167,1,4/7/12 23:00,23,7,20120407 23:00,0.111667633,0.003022446,94916.6875,72.62611389,0.990659297,-0.214148521,-3.744122505,287.8981934,17113088,24663088,18546128,9.66E-05,0.314615385
168,1,4/8/12 0:00,24,7,20120408 00:00,0.16683197,0.009800587,94855.4375,68.76185608,1,1.445681572,-4.045055389,289.1730957,18052160,25989776,19928960,0.000224203,0.269102564
169,1,4/8/12 1:00,1,8,20120408 01:00,0.19821167,0.00607872,94713.125,71.75868225,1.000006676,1.11882782,-3.455931664,289.5163574,696563.8125,1363591,1339015,0,0.362820513
170,1,4/8/12 2:00,2,8,20120408 02:00,0.162055969,0.000314713,94610.8125,67.82633972,0.967467785,2.355145454,-3.560808182,290.7766113,1586308,2748981,2886448,0.000433296,0.396923077
171,1,4/8/12 3:00,3,8,20120408 03:00,0.088874817,0.002015962,94519,64.24198914,0.924598217,3.289752007,-3.921551704,291.0976562,2610687,4138143,4504118,0.000473917,0.565576923
172,1,4/8/12 4:00,4,8,20120408 04:00,0.053741455,0.01170937,94443.875,59.55247498,0.988287032,4.14501667,-3.971236229,291.564209,4424684,5444536,6691259,0.000476241,0.454294872
173,1,4/8/12 5:00,5,8,20120408 05:00,0.018474579,0.010255359,94390.25,60.24594116,0.955702364,4.65713501,-3.120922089,290.9887695,5840447,6743938,8469151,0.000476718,0.442948718
174,1,4/8/12 6:00,6,8,20120408 06:00,0.003376007,0.01853076,94381,60.80671692,0.904334366,4.508517265,-2.304724693,290.0922852,6923053,7904939,9812128,0.000476539,0.219935897
175,1,4/8/12 7:00,7,8,20120408 07:00,0.000610352,0.027667999,94414.1875,62.09049988,0.929729521,3.980539322,-1.616467476,288.810791,7461866,9004340,10537784,0.00047648,0.060320513
176,1,4/8/12 8:00,8,8,20120408 08:00,0.000534058,0.031497955,94473.5625,62.70706177,0.974032939,3.605610847,-1.358618736,287.3144531,7543100,10123606,10679814,0.00047648,0.011730769
177,1,4/8/12 9:00,9,8,20120408 09:00,0.000213623,0.017356873,94557.3125,62.51791382,0.888458252,3.842373848,-1.283725739,286.0629883,7543100,11198691,10679814,0.000476599,0
178,1,4/8/12 10:00,10,8,20120408 10:00,0.000335693,0,94604.625,60.24028015,0.005340576,3.795237541,-0.923979759,284.9282227,7543100,12224812,10679814,0.000476599,0
179,1,4/8/12 11:00,11,8,20120408 11:00,0.000732422,0,94635.625,60.44142151,0.009002686,3.539142609,-0.408912659,283.7209473,7543100,13167766,10680134,0.000476599,0
180,1,4/8/12 12:00,12,8,20120408 12:00,0.001464844,0,94646.25,63.27603149,0.015396118,3.288638115,-0.198368073,282.9433594,7543100,14104954,10680134,0.000476599,0
181,1,4/8/12 13:00,13,8,20120408 13:00,0.000128746,0,94620.3125,64.93275452,0,3.199251175,-0.274559021,282.4597168,7543100,15039495,10680134,0.000476599,0
182,1,4/8/12 14:00,14,8,20120408 14:00,0,0,94585.875,64.38510132,0,3.315901756,-0.359243393,282.1975098,7543100,15969737,10680134,0.000476599,0
183,1,4/8/12 15:00,15,8,20120408 15:00,0,0,94550.875,63.046875,0,3.586881638,-0.379914284,281.9851074,7543100,16893008,10680134,0.000476599,0
184,1,4/8/12 16:00,16,8,20120408 16:00,0,0,94510.875,61.62658691,0,3.683226585,-0.151685715,281.7141113,7543100,17808624,10680134,0.000477314,0
185,1,4/8/12 17:00,17,8,20120408 17:00,0,0,94466.4375,60.44882202,0,3.516405106,0.083708763,281.3566895,7543100,18714528,10680134,0.000477314,0
186,1,4/8/12 18:00,18,8,20120408 18:00,0,0,94453.25,61.04418945,0,3.231019974,0.126543999,281.0378418,7543100,19619968,10680134,0.000477314,0
187,1,4/8/12 19:00,19,8,20120408 19:00,0,0,94471.4375,62.26675415,0,3.015865326,-0.081310272,280.7419434,7543100,20528848,10680134,0.000477314,0
188,1,4/8/12 20:00,20,8,20120408 20:00,0,0,94508.75,65.10281372,0,2.847166061,-0.352404594,280.4628906,7543100,21441328,10680134,0.000477314,0
189,1,4/8/12 21:00,21,8,20120408 21:00,0,0,94552.875,68.63948059,0,2.699562073,-0.66046238,281.0095215,7602860,22361152,10779084,0.000477314,0.010064103
190,1,4/8/12 22:00,22,8,20120408 22:00,0,0,94605.5625,68.44424438,0,3.533377647,-0.822768211,283.2836914,8279706,23319760,11579136,0.000477314,0.180961538
191,1,4/8/12 23:00,23,8,20120408 23:00,0.003826141,0,94635.875,60.54586792,0.103622437,5.443162918,0.778237343,285.2800293,9701846,24297840,13146761,0.000477314,0.650833333
192,1,4/9/12 0:00,24,8,20120409 00:00,0.007610321,0,94623.0625,54.9901886,0.114257813,5.758280754,0.552235603,286.6062012,11713796,25293888,15317409,0.000477314,0.57
193,1,4/9/12 1:00,1,9,20120409 01:00,0.009483337,2.19E-05,94625.375,52.34687805,0.244110107,7.043959618,-0.505292893,287.7556152,2453442,1035287.625,2625361,0,0.799679487
194,1,4/9/12 2:00,2,9,20120409 02:00,0.013652802,0.000259399,94573.875,48.69470215,0.556243897,7.143340111,-0.614609718,288.239502,4855784,2125379,5252654,0,0.772179487
195,1,4/9/12 3:00,3,9,20120409 03:00,0.049499512,0.002342224,94512.25,45.24769592,0.72341919,7.914916039,-0.408782005,288.3361816,7166806,3223160,7813469,0,0.764358974
196,1,4/9/12 4:00,4,9,20120409 04:00,0.076019287,0.007591248,94504.8125,50.99357605,0.749145508,8.027666092,-0.341292381,287.5234375,8937402,4435326,9924410,0,0.662564103
197,1,4/9/12 5:00,5,9,20120409 05:00,0.07170105,0.004356384,94526.875,53.51318359,0.60949707,7.073544502,-0.167383194,286.6105957,9842319,5608822,11234950,0,0.220064103
198,1,4/9/12 6:00,6,9,20120409 06:00,0.03313446,0.001998901,94584.375,53.18553162,0.374481201,6.458950043,0.208794594,286.2922363,10921977,6732678,12575190,0,0.191602564
199,1,4/9/12 7:00,7,9,20120409 07:00,0.04512554,0.003036499,94626.5,56.93934631,0.503601074,5.67355442,0.419929326,285.2539062,11529679,7813692,13351278,0,0.080192308
200,1,4/9/12 8:00,8,9,20120409 08:00,0.032598317,0.001934052,94710.375,60.66592407,0.219604492,4.908146858,0.726364732,284.177002,11608182,8932529,13498565,0,0.009935897
201,1,4/9/12 9:00,9,9,20120409 09:00,0.01701355,0.001091003,94793,63.3837738,0.104400635,3.92183876,0.862222612,283.1645508,11608182,10006564,13498565,0,0
202,1,4/9/12 10:00,10,9,20120409 10:00,0.028137207,0.003225327,94867.0625,67.82240295,0.189666748,3.136564255,1.312703133,282.0546875,11608182,10996969,13498565,0,0
203,1,4/9/12 11:00,11,9,20120409 11:00,0.015777588,0.003017426,94928.125,68.91369629,0.116027832,2.285730362,1.732177734,281.1396484,11608182,11964630,13498673,0,0
204,1,4/9/12 12:00,12,9,20120409 12:00,0.005756378,0.002410889,94981.875,69.38858032,0.077255249,1.457690239,1.401152611,279.8400879,11608182,12878156,13498673,0,0
205,1,4/9/12 13:00,13,9,20120409 13:00,0,0,95002.125,70.49537659,0,1.291432381,1.390625,278.9250488,11608182,13778788,13498673,0,0
206,1,4/9/12 14:00,14,9,20120409 14:00,0,0,95042.1875,71.12129211,0,0.843217135,1.697357178,278.050293,11608182,14648271,13498673,0,0
207,1,4/9/12 15:00,15,9,20120409 15:00,0,0,95085.1875,68.34928894,0,0.642865539,1.988744736,277.2714844,11608182,15498716,13498673,0,0
208,1,4/9/12 16:00,16,9,20120409 16:00,0,0,95108.6875,65.63890076,0,0.893481135,2.035831451,276.6479492,11608182,16331708,13498673,0,0
209,1,4/9/12 17:00,17,9,20120409 17:00,0,0,95142.4375,64.40026855,0,1.070254326,2.038583755,276.1396484,11608182,17158112,13498673,0,0
210,1,4/9/12 18:00,18,9,20120409 18:00,0,0,95186.9375,63.99807739,0,0.915397704,2.114415169,276.027832,11608182,17980832,13498673,0,0
211,1,4/9/12 19:00,19,9,20120409 19:00,0,0,95254.0625,62.93925476,0.004684448,0.622340858,2.171539307,276.2036133,11608182,18800080,13498673,0,0
212,1,4/9/12 20:00,20,9,20120409 20:00,0,0,95325.4375,62.85295105,0.004669189,0.405356407,2.270751953,276.4729004,11608182,19620160,13498673,0,0
213,1,4/9/12 21:00,21,9,20120409 21:00,0,0,95389.9375,63.7520752,0.006362915,0.294033051,2.530039787,277.0769043,11665572,20444672,13592903,0,0.010320513
214,1,4/9/12 22:00,22,9,20120409 22:00,0,0,95451.625,62.0284729,0.004684448,-0.104259491,3.70639801,279.8395996,12342846,21322016,14378552,0,0.176474359
215,1,4/9/12 23:00,23,9,20120409 23:00,0,0,95506.0625,56.15779114,0,-0.471403122,4.813685417,281.7419434,13777527,22216624,15930850,0,0.680448718
216,1,4/10/12 0:00,24,9,20120410 00:00,0,0,95524.5,49.12219238,0,-0.732067108,4.812169075,283.5080566,15865661,23132096,18130752,0,0.831153846
217,1,4/10/12 1:00,1,10,20120410 01:00,0,0,95592.6875,43.38504028,0,-0.752819061,3.91368866,284.940918,2558281,935500.375,2668006,0,0.903974359
218,1,4/10/12 2:00,2,10,20120410 02:00,0.000114441,0,95574.6875,38.83863831,0.009338379,-0.84168911,3.617388725,286.0483398,5372297,1885255,5589066,0,0.846346154
219,1,4/10/12 3:00,3,10,20120410 03:00,0.000473022,4.48E-05,95531.9375,35.2484436,0.02406311,-0.936989784,3.622735023,286.8955078,8200370,2841648,8529557,0,0.703269231
220,1,4/10/12 4:00,4,10,20120410 04:00,0.001878738,0.000747681,95532.6875,33.21376038,0.046844482,-0.860754967,3.901262283,287.3791504,10790473,3805083,11248788,0,0.650064103
221,1,4/10/12 5:00,5,10,20120410 05:00,0.00336647,0.00164032,95522.0625,32.77874756,0.150268555,-0.714103699,4.382455826,287.322998,12919842,4761087,13528128,0,0.49275641
222,1,4/10/12 6:00,6,10,20120410 06:00,0.002254486,0.000473976,95573.125,34.42402649,0.168640137,-1.03845787,4.365320206,286.7666016,14380868,5731753,15152911,0,0.258653846
223,1,4/10/12 7:00,7,10,20120410 07:00,0.004787445,0.000314713,95620.1875,37.62753296,0.067581177,-0.998459816,3.217129707,285.5102539,15082504,6685361,16007732,0,0.054166667
224,1,4/10/12 8:00,8,10,20120410 08:00,0.004637718,0.000211954,95704.1875,40.06034851,0.028427124,-0.691570282,3.518320084,283.6218262,15167496,7619195,16158897,0,0.008269231
225,1,4/10/12 9:00,9,10,20120410 09:00,0.003356934,0.000132322,95795.625,46.42250061,0.033355713,-0.799695015,4.171139717,282.4555664,15167496,8551461,16158897,0,0
226,1,4/10/12 10:00,10,10,20120410 10:00,0.002475739,0.00011158,95853.125,51.66706848,0.058319092,-0.977127075,3.80215168,281.390625,15167496,9466049,16158950,0,0
227,1,4/10/12 11:00,11,10,20120410 11:00,0.000667572,1.62E-05,95911.625,53.9989624,0,-1.103471756,3.598599434,280.5715332,15167496,10365025,16158950,0,0
228,1,4/10/12 12:00,12,10,20120410 12:00,8.77E-05,0,95962.1875,59.034729,0,-1.098753929,3.498263359,279.8398438,15167496,11250521,16158950,0,0
229,1,4/10/12 13:00,13,10,20120410 13:00,2.29E-05,0,95992.75,65.25508118,0.000976563,-1.069555283,3.158288002,279.1442871,15167496,12127065,16158950,0,0
230,1,4/10/12 14:00,14,10,20120410 14:00,2.29E-05,0,95986.125,69.97084045,0,-1.015425682,2.764142036,278.625,15167496,13003901,16158950,0,0
231,1,4/10/12 15:00,15,10,20120410 15:00,0,0,95975.375,72.10652161,0,-0.752358437,2.528841972,278.2368164,15167496,13880147,16158950,0,0
232,1,4/10/12 16:00,16,10,20120410 16:00,0,0,95942,73.0297699,0,-0.587388039,2.589734077,277.9707031,15167496,14752607,16158950,0,0
233,1,4/10/12 17:00,17,10,20120410 17:00,0,0,95904.8125,74.51719666,0,-0.639943123,2.664357185,277.8173828,15167496,15623172,16158950,0,0
234,1,4/10/12 18:00,18,10,20120410 18:00,0,0,95894.8125,75.44429016,0,-0.664759636,2.580053329,277.7290039,15167496,16505477,16158950,0,0
235,1,4/10/12 19:00,19,10,20120410 19:00,0,0,95897,75.10014343,0,-0.672469139,2.501001358,277.7070312,15167496,17399760,16158950,0,0
236,1,4/10/12 20:00,20,10,20120410 20:00,0,0,95923.0625,74.63397217,0,-0.716340065,2.479909897,277.7033691,15167496,18298608,16158950,0,0
237,1,4/10/12 21:00,21,10,20120410 21:00,0,0,95956.3125,73.7644043,0,-0.854627609,2.70554924,278.357666,15218782,19201792,16249464,0,0.009615385
238,1,4/10/12 22:00,22,10,20120410 22:00,0,0,96028.0625,68.55055237,0,-1.191368103,3.536104202,280.7148438,15856689,20144672,17025584,0,0.16224359
239,1,4/10/12 23:00,23,10,20120410 23:00,0,0,96057.4375,62.84542847,0,-1.442456245,3.646953583,282.9821777,17229984,21106912,18569760,0,0.664679487
240,1,4/11/12 0:00,24,10,20120411 00:00,3.81E-05,0,96060.375,58.22743225,0,-1.775485039,3.318906784,285.1105957,19242528,22093152,20762416,0,0.799551282
241,1,4/11/12 1:00,1,11,20120411 01:00,0.00567627,0,96091.1875,51.37347412,0.212768555,-2.410977364,3.370331764,287.244873,2500207,1007156.312,2675266,0,0.841474359
242,1,4/11/12 2:00,2,11,20120411 02:00,0.032531738,0.002348423,96055.4375,44.6600647,0.710784912,-2.112257004,3.046634674,288.6665039,5077627,2099899,5467031,0,0.82275641
243,1,4/11/12 3:00,3,11,20120411 03:00,0.066986084,0.013800621,95976.1875,39.17588806,0.91986084,-1.664786339,2.779514313,289.2385254,7033090,3283383,7787149,0,0.785641026
244,1,4/11/12 4:00,4,11,20120411 04:00,0.065750122,0.01102066,95948.5625,37.18374634,1,-1.669524193,2.383769989,289.4919434,8410282,4493498,9588376,0,0.596538462
245,1,4/11/12 5:00,5,11,20120411 05:00,0.019416809,0.004563808,95913.125,38.03773499,0.737854004,-2.253471375,1.920158386,289.2172852,9284889,5762205,10874096,0,0.495576923
246,1,4/11/12 6:00,6,11,20120411 06:00,0.005645752,0.000795841,95934.8125,43.01251221,0.461380005,-3.319741249,0.933274269,288.6489258,10191435,6985976,12043524,0,0.253782051
247,1,4/11/12 7:00,7,11,20120411 07:00,0.001117706,5.50E-05,95963.75,50.56411743,0.069641113,-3.062158585,-0.13707161,287.2197266,10696840,8122512,12724724,0,0.067051282
248,1,4/11/12 8:00,8,11,20120411 08:00,0.00030899,0,95991.9375,60.07081604,0.015319824,-2.225034714,-0.570168495,284.2802734,10777112,9110991,12870348,0,0.009102564
249,1,4/11/12 9:00,9,11,20120411 09:00,6.48E-05,0,96057.6875,66.58883667,0,-2.064946175,-0.704586029,282.3745117,10777112,10084139,12870348,0,0
250,1,4/11/12 10:00,10,11,20120411 10:00,0,0,96126.125,71.30363464,0,-2.259174347,-0.404806137,281.4157715,10777112,11042824,12870348,0,0
251,1,4/11/12 11:00,11,11,20120411 11:00,0,0,96153.75,74.92576599,0,-1.729877472,0.255659401,281.8696289,10777112,11991688,12870102,0,0
252,1,4/11/12 12:00,12,11,20120411 12:00,0,0,96181.6875,78.00386047,0,-0.8253088,0.783070803,282.111084,10777112,12938580,12870102,0,0
253,1,4/11/12 13:00,13,11,20120411 13:00,0,0,96188.375,82.11018372,0,-0.676123619,1.471642494,279.4106445,10777112,13883076,12870102,0,0
254,1,4/11/12 14:00,14,11,20120411 14:00,0,0,96168.625,87.99967957,0,-0.907846451,1.378429413,278.3703613,10777112,14823833,12870102,0,0
255,1,4/11/12 15:00,15,11,20120411 15:00,0,0,96155,91.09695435,0,-0.793719292,0.910950661,278.2890625,10777112,15755879,12870102,0,0
256,1,4/11/12 16:00,16,11,20120411 16:00,0,0,96135.125,93.52832031,0,-0.313620567,1.037791252,277.9101562,10777112,16681041,12870102,0,0
257,1,4/11/12 17:00,17,11,20120411 17:00,0,0,96102.0625,96.09417725,0,-0.090082169,0.90690136,277.3510742,10777112,17602160,12870102,0,0
258,1,4/11/12 18:00,18,11,20120411 18:00,0,0,96071.8125,97.00614929,0,-0.157417297,0.686506271,276.9580078,10777112,18518816,12870102,0,0
259,1,4/11/12 19:00,19,11,20120411 19:00,0.000228405,0,96081.4375,96.77384949,0.467529297,-0.202308655,0.553222656,276.7719727,10777112,19430080,12870102,0,0
260,1,4/11/12 20:00,20,11,20120411 20:00,0.002552032,0,96093.9375,96.84257507,0.469207764,-0.306165695,0.556232452,276.4667969,10777112,20346912,12870102,0,0
261,1,4/11/12 21:00,21,11,20120411 21:00,0.00451088,0,96111.5,96.272995,0.635772705,-0.28059864,0.376978874,276.420166,10823004,21315888,12954263,0,0.010192308
262,1,4/11/12 22:00,22,11,20120411 22:00,0.001431465,0,96162.625,88.88703918,0.308578491,0.045433998,0.391926765,279.8435059,11367218,22348144,13651222,0,0.081025641
263,1,4/11/12 23:00,23,11,20120411 23:00,0,0,96195.25,76.43789673,0,0.175759316,0.011073112,283.4741211,12542001,23355744,15059232,0,0.448717949
264,1,4/12/12 0:00,24,11,20120412 00:00,0,0,96186,65.1812439,0,0.679748535,-0.664698601,286.4421387,14538164,24379744,17232848,0,0.758974359
265,1,4/12/12 1:00,1,12,20120412 01:00,0,0,96170,57.4460907,0,0.547827721,-0.621043205,288.104248,2463701,1039350.125,2634950,0,0.80025641
266,1,4/12/12 2:00,2,12,20120412 02:00,0,0,96100.4375,49.63470459,0,0.814538002,-1.16369915,289.701416,5181965,2087745,5526308,0,0.794807692
267,1,4/12/12 3:00,3,12,20120412 03:00,0,0,96027.4375,44.77619934,0,1.074016571,-1.448407173,290.8234863,7910681,3145081,8434286,0,0.729871795
268,1,4/12/12 4:00,4,12,20120412 04:00,0,0,95977.25,42.70983887,0,0.942347527,-1.604529381,291.4887695,10409127,4209542,11122173,0,0.6275
269,1,4/12/12 5:00,5,12,20120412 05:00,0,0,95920.6875,42.18959045,0,0.765604973,-1.767673492,291.6708984,12457433,5274960,13368908,0,0.453653846
270,1,4/12/12 6:00,6,12,20120412 06:00,0,0,95929.8125,42.96252441,0,0.592238426,-2.033860207,291.364502,13878931,6335482,14988558,0,0.232371795
271,1,4/12/12 7:00,7,12,20120412 07:00,0,0,95928.1875,49.93011475,0,0.354785919,-1.593889236,289.6831055,14571551,7382408,15850622,0,0.048653846
272,1,4/12/12 8:00,8,12,20120412 08:00,0,0,95948.8125,57.86488342,0,0.974777222,-2.002643585,285.854248,14645214,8397151,15987466,0,0.007435897
273,1,4/12/12 9:00,9,12,20120412 09:00,0,0,95978.1875,66.17684937,0,1.367677689,-1.680000305,284.3469238,14645214,9428997,15987466,0,0
274,1,4/12/12 10:00,10,12,20120412 10:00,0,0,96017.5625,73.47987366,0,1.356589317,-1.501701355,283.1691895,14645214,10451745,15987315,0,0
275,1,4/12/12 11:00,11,12,20120412 11:00,0,0,96036.6875,79.29174805,0,1.234707832,-1.333539963,282.3479004,14645214,11466934,15987315,0,0
276,1,4/12/12 12:00,12,12,20120412 12:00,0,0,96060.25,83.98973083,0,0.885991097,-0.88838768,281.7590332,14645214,12472380,15987315,0,0
277,1,4/12/12 13:00,13,12,20120412 13:00,0,0,96044.875,87.49049377,0,0.481978416,-0.364438057,281.8151855,14645214,13470212,15987315,0,0
278,1,4/12/12 14:00,14,12,20120412 14:00,0,0,96006.3125,89.45429993,0,0.126877785,0.075896263,281.4233398,14645214,14460921,15987315,0,0
279,1,4/12/12 15:00,15,12,20120412 15:00,0,0,95978.3125,90.19180298,0,-0.055397034,0.215129852,280.9348145,14645214,15445791,15987315,0,0
280,1,4/12/12 16:00,16,12,20120412 16:00,0,0,95958.625,90.31715393,0,-0.080738068,0.365754128,280.4394531,14645214,16425225,15987315,0,0
281,1,4/12/12 17:00,17,12,20120412 17:00,0,0,95938.25,89.93766785,0,-0.138899803,0.573993683,280.0192871,14645214,17399392,15987315,0,0
282,1,4/12/12 18:00,18,12,20120412 18:00,0,0,95924.9375,89.57124329,0,-0.23538208,0.777547836,279.6652832,14645214,18368128,15987315,0,0
283,1,4/12/12 19:00,19,12,20120412 19:00,0,0,95935.375,89.56231689,0,-0.306995392,0.679864883,279.4250488,14645214,19330720,15987315,0,0
284,1,4/12/12 20:00,20,12,20120412 20:00,0,0,95949.5,90.05828857,0,-0.231451988,0.482035637,279.1706543,14645214,20288832,15987315,0,0
285,1,4/12/12 21:00,21,12,20120412 21:00,0,0,95980.0625,90.62965393,0,-0.173538208,0.264099121,279.2856445,14689646,21247424,16068278,0,0.008589744
286,1,4/12/12 22:00,22,12,20120412 22:00,0,0,96020.625,83.11964417,0,0.209869385,0.071282387,282.857666,15302340,22262592,16817888,0,0.135769231
287,1,4/12/12 23:00,23,12,20120412 23:00,0,0,96052.3125,69.20204163,0,0.453495383,-0.356092453,286.6689453,16643897,23299456,18331200,0,0.627820513
288,1,4/13/12 0:00,24,12,20120413 00:00,0,0,96033.5,59.36004639,0,1.187177658,-1.106188774,289.1542969,18620784,24354000,20489408,0,0.739230769
289,1,4/13/12 1:00,1,13,20120413 01:00,0,0,96041.625,53.31106567,0,1.749564171,-1.546858788,290.1809082,2442359,1052979,2623712,0,0.791538462
290,1,4/13/12 2:00,2,13,20120413 02:00,0,0,95932.1875,46.48814392,0,1.727087021,-1.718141556,291.4812012,5134894,2127298,5497294,0,0.791025641
291,1,4/13/12 3:00,3,13,20120413 03:00,0,0,95846.625,42.84014893,0,1.648786545,-1.857003212,292.395752,7840568,3209774,8385973,0,0.72775641
292,1,4/13/12 4:00,4,13,20120413 04:00,0,0,95779.625,41.32943726,0,1.486222267,-1.931025505,292.8942871,10320865,4294516,11052022,0,0.617179487
293,1,4/13/12 5:00,5,13,20120413 05:00,0,0,95716.125,40.75317383,0,1.392532349,-2.046140671,292.923584,12357106,5373872,13275988,0,0.430064103
294,1,4/13/12 6:00,6,13,20120413 06:00,0,0,95707.6875,42.1499176,0,1.145228386,-1.990895271,292.4382324,13770390,6441791,14873273,0,0.21275641
295,1,4/13/12 7:00,7,13,20120413 07:00,0,0,95697.1875,50.74017334,0.003631592,0.434664726,-1.404204369,290.4445801,14454602,7489290,15714801,0,0.062628205
296,1,4/13/12 8:00,8,13,20120413 08:00,0,8.30E-05,95722.875,59.17617798,0.049743652,0.741073608,-2.528090477,286.0656738,14522965,8493213,15841662,0,0.006987179
297,1,4/13/12 9:00,9,13,20120413 09:00,0,0.000196457,95758,66.92852783,0.05267334,1.059996605,-2.36257267,284.4284668,14522965,9518384,15841662,0,0
298,1,4/13/12 10:00,10,13,20120413 10:00,0,0.000458241,95795.75,72.15052795,0.086425781,1.486133575,-1.951167107,283.4418945,14522965,10535399,15841475,0,0
299,1,4/13/12 11:00,11,13,20120413 11:00,0,0.00024271,95803.75,74.24404907,0.086395264,1.682373047,-1.323785782,283.3903809,14522965,11547384,15841475,0,0
300,1,4/13/12 12:00,12,13,20120413 12:00,0,2.77E-05,95799.125,75.6965332,0.017456055,1.386390686,-0.174898148,284.0705566,14522965,12560143,15841475,0,0
301,1,4/13/12 13:00,13,13,20120413 13:00,0,5.72E-06,95754.875,78.57623291,0.001922607,0.139303207,0.75578022,283.4780273,14522965,13559782,15841475,0,0
302,1,4/13/12 14:00,14,13,20120413 14:00,0,0.000407696,95703.125,82.00547791,0.885894775,-0.35350132,0.818627358,281.9978027,14522965,14559008,15841475,0,0
303,1,4/13/12 15:00,15,13,20120413 15:00,0,0.002333641,95683.625,83.78038025,0.959991455,-0.256702423,0.581471443,281.9836426,14522965,15560549,15841475,0,0
304,1,4/13/12 16:00,16,13,20120413 16:00,0,0.003046989,95661.625,84.01071167,0.980010986,-0.345849991,0.82714653,281.4162598,14522965,16572826,15841475,0,0
305,1,4/13/12 17:00,17,13,20120413 17:00,0,0.002191544,95612.875,84.03239441,0.943511963,-0.212341309,0.676182747,281.3010254,14522965,17586560,15841475,0,0
306,1,4/13/12 18:00,18,13,20120413 18:00,0,8.96E-05,95618.75,84.14045715,0.061431885,0.224741936,0.342996597,281.203125,14522965,18599504,15841475,0,0
307,1,4/13/12 19:00,19,13,20120413 19:00,0,0,95641.75,84.31111145,0.00289917,0.260200501,-0.12466526,281.2109375,14522965,19602688,15841475,0,0
308,1,4/13/12 20:00,20,13,20120413 20:00,0,0.000109911,95686.875,85.99082947,0.471740723,0.521842003,-0.570713043,280.223877,14522965,20604304,15841475,0,0
309,1,4/13/12 21:00,21,13,20120413 21:00,0,0.001557827,95680.5625,87.1811676,1,0.006496429,-0.563807488,280.1916504,14563950,21607120,15917247,0,0.014551282
310,1,4/13/12 22:00,22,13,20120413 22:00,0,0.00580883,95708.0625,81.64477539,0.994354248,0.335370064,-0.851672173,283.8237305,15145821,22663200,16636752,0,0.122628205
311,1,4/13/12 23:00,23,13,20120413 23:00,0,0.011449814,95702.625,70.5370636,1,0.471523285,-0.988688469,287.0854492,16363545,23742176,18049728,0,0.312884615
